Entity,Year,"Share of workers in financial sector (GGDC, 2017)","Share of population in financial sector (GGDC, 2017)",Share of workers in financial sector
Ghana,2008,0.008268959,0.008268959,
Ghana,2009,0.008484677,0.008484677,
Ghana,2010,0.009654817,0.009654817,
Ghana,2011,0.010367943,0.010367943,
Great Britain,1960,0.013283384,0.013283384,
Great Britain,1961,0.013601992,0.013601992,
Great Britain,1962,0.013879648,0.013879648,
Great Britain,1963,0.014417983,0.014417983,
Great Britain,1964,0.01482555,0.01482555,
Great Britain,1965,0.015047393,0.015047393,
Great Britain,1966,0.015172141,0.015172141,
Great Britain,1967,0.015285475,0.015285475,
Great Britain,1968,0.015748631,0.015748631,
Great Britain,1969,0.016148773,0.016148773,
Great Britain,1970,0.016995075,0.016995075,
Great Britain,1971,0.01794014,0.01794014,
Great Britain,1972,0.018225959,0.018225959,
Great Britain,1973,0.019183529,0.019183529,
Great Britain,1974,0.019813649,0.019813649,
Great Britain,1975,0.019770398,0.019770398,
Great Britain,1976,0.01984891,0.01984891,
Great Britain,1977,0.020132225,0.020132225,
Great Britain,1978,0.020648347,0.020648347,
Great Britain,1979,0.02141278,0.02141278,
Great Britain,1980,0.022079412,0.022079412,
Great Britain,1981,0.0219316,0.0219316,
Great Britain,1982,0.022313782,0.022313782,
Great Britain,1983,0.023001801,0.023001801,
Great Britain,1984,0.024157825,0.024157825,
Great Britain,1985,0.025498584,0.025498584,
Great Britain,1986,0.026477706,0.026477706,
Great Britain,1987,0.02744509,0.02744509,
Great Britain,1988,0.029501079,0.029501079,
Great Britain,1989,0.031155408,0.031155408,
Great Britain,1990,0.032416857,0.032416857,
Great Britain,1991,0.031750347,0.031750347,
Great Britain,1992,0.03179639,0.03179639,
Great Britain,1993,0.031832705,0.031832705,
Great Britain,1994,0.032088096,0.032088096,
Great Britain,1995,0.033407995,0.033407995,
Great Britain,1996,0.035157933,0.035157933,
Great Britain,1997,0.03793786,0.03793786,
Great Britain,1998,0.039050216,0.039050216,
Great Britain,1999,0.040943303,0.040943303,
Great Britain,2000,0.043003896,0.043003896,
Great Britain,2001,0.044024719,0.044024719,
Great Britain,2002,0.045415492,0.045415492,
Great Britain,2003,0.045775168,0.045775168,
Great Britain,2004,0.047052067,0.047052067,
Great Britain,2005,0.049209162,0.049209162,
Great Britain,2006,0.051051919,0.051051919,
Great Britain,2007,0.052427838,0.052427838,
Great Britain,2008,0.05281805,0.05281805,
Great Britain,2009,0.051053574,0.051053574,
Great Britain,2010,0.052952028,0.052952028,
Great Britain,2011,0.053359042,0.053359042,
Hong Kong,1974,0.007268491,0.007268491,
Hong Kong,1975,0.012671121,0.012671121,
Hong Kong,1976,0.013742807,0.013742807,
Hong Kong,1977,0.015346005,0.015346005,
Hong Kong,1978,0.017073284,0.017073284,
Hong Kong,1979,0.018313476,0.018313476,
Hong Kong,1980,0.020200617,0.020200617,
Hong Kong,1981,0.022354053,0.022354053,
Hong Kong,1982,0.023998964,0.023998964,
Hong Kong,1983,0.025773442,0.025773442,
Hong Kong,1984,0.027828003,0.027828003,
Hong Kong,1985,0.030018931,0.030018931,
Hong Kong,1986,0.032543608,0.032543608,
Hong Kong,1987,0.033910138,0.033910138,
Hong Kong,1988,0.036489403,0.036489403,
Hong Kong,1989,0.039259596,0.039259596,
Hong Kong,1990,0.040633547,0.040633547,
Hong Kong,1991,0.044258249,0.044258249,
Hong Kong,1992,0.04442458,0.04442458,
Hong Kong,1993,0.054457875,0.054457875,
Hong Kong,1994,0.060057316,0.060057316,
Hong Kong,1995,0.061677581,0.061677581,
Hong Kong,1996,0.062815731,0.062815731,
Hong Kong,1997,0.06936692,0.06936692,
Hong Kong,1998,0.069673264,0.069673264,
Hong Kong,1999,0.073619544,0.073619544,
Hong Kong,2000,0.075474172,0.075474172,
Hong Kong,2001,0.079123596,0.079123596,
Hong Kong,2002,0.07761361,0.07761361,
Hong Kong,2003,0.07670257,0.07670257,
Hong Kong,2004,0.078023973,0.078023973,
Hong Kong,2005,0.081420826,0.081420826,
Hong Kong,2006,0.084500101,0.084500101,
Hong Kong,2007,0.087330603,0.087330603,
Hong Kong,2008,0.091878898,0.091878898,
Hong Kong,2009,0.091760127,0.091760127,
Hong Kong,2010,0.09177548,0.09177548,
Hong Kong,2011,0.096077919,0.096077919,
India,1960,0.000908882,0.000908882,
India,1961,0.000968999,0.000968999,
India,1962,0.001020464,0.001020464,
India,1963,0.001069438,0.001069438,
India,1964,0.001120987,0.001120987,
India,1965,0.001194231,0.001194231,
India,1966,0.00125389,0.00125389,
India,1967,0.00132894,0.00132894,
India,1968,0.001429406,0.001429406,
India,1969,0.00151587,0.00151587,
India,1970,0.001621979,0.001621979,
India,1971,0.001621927,0.001621927,
India,1972,0.001602578,0.001602578,
India,1973,0.001560684,0.001560684,
India,1974,0.001477005,0.001477005,
India,1975,0.001493687,0.001493687,
India,1976,0.001523527,0.001523527,
India,1977,0.001512232,0.001512232,
India,1978,0.001520722,0.001520722,
India,1979,0.001471981,0.001471981,
India,1980,0.00142464,0.00142464,
India,1981,0.00141654,0.00141654,
India,1982,0.001445215,0.001445215,
India,1983,0.001458059,0.001458059,
India,1984,0.001475211,0.001475211,
India,1985,0.001503179,0.001503179,
India,1986,0.001541122,0.001541122,
India,1987,0.0015501,0.0015501,
India,1988,0.001602626,0.001602626,
India,1989,0.0016716,0.0016716,
India,1990,0.001694177,0.001694177,
India,1991,0.001764782,0.001764782,
India,1992,0.002290535,0.002290535,
India,1993,0.002883645,0.002883645,
India,1994,0.003624533,0.003624533,
India,1995,0.004606363,0.004606363,
India,1996,0.004623855,0.004623855,
India,1997,0.004699322,0.004699322,
India,1998,0.004725212,0.004725212,
India,1999,0.004783189,0.004783189,
India,2000,0.005071248,0.005071248,
India,2001,0.005337286,0.005337286,
India,2002,0.005501893,0.005501893,
India,2003,0.006401587,0.006401587,
India,2004,0.006908334,0.006908334,
India,2005,0.006896443,0.006896443,
India,2006,0.007034836,0.007034836,
India,2007,0.00747336,0.00747336,
India,2008,0.007827684,0.007827684,
India,2009,0.008172135,0.008172135,
India,2010,0.008472903,0.008472903,
Indonesia,1971,0.001439652,0.001439652,
Indonesia,1972,0.000656058,0.000656058,
Indonesia,1973,0.000706523,0.000706523,
Indonesia,1974,0.000694855,0.000694855,
Indonesia,1975,0.00082074,0.00082074,
Indonesia,1976,0.001022074,0.001022074,
Indonesia,1977,0.00139338,0.00139338,
Indonesia,1978,0.00149643,0.00149643,
Indonesia,1979,0.001685428,0.001685428,
Indonesia,1980,0.002048855,0.002048855,
Indonesia,1981,0.002073467,0.002073467,
Indonesia,1982,0.002126568,0.002126568,
Indonesia,1983,0.002483599,0.002483599,
Indonesia,1984,0.002811507,0.002811507,
Indonesia,1985,0.002730157,0.002730157,
Indonesia,1986,0.002964792,0.002964792,
Indonesia,1987,0.002778749,0.002778749,
Indonesia,1988,0.002519721,0.002519721,
Indonesia,1989,0.002742275,0.002742275,
Indonesia,1990,0.00325029,0.00325029,
Indonesia,1991,0.003400805,0.003400805,
Indonesia,1992,0.003639836,0.003639836,
Indonesia,1993,0.00360086,0.00360086,
Indonesia,1994,0.003914016,0.003914016,
Indonesia,1995,0.004042012,0.004042012,
Indonesia,1996,0.004402692,0.004402692,
Indonesia,1997,0.004371707,0.004371707,
Indonesia,1998,0.00430542,0.00430542,
Indonesia,1999,0.004648892,0.004648892,
Indonesia,2000,0.006845188,0.006845188,
Indonesia,2001,0.008330391,0.008330391,
Indonesia,2002,0.006980691,0.006980691,
Indonesia,2003,0.00876936,0.00876936,
Indonesia,2004,0.007204978,0.007204978,
Indonesia,2005,0.006376012,0.006376012,
Indonesia,2006,0.007272651,0.007272651,
Indonesia,2007,0.007362687,0.007362687,
Indonesia,2008,0.007577843,0.007577843,
Indonesia,2009,0.007613407,0.007613407,
Indonesia,2010,0.008545304,0.008545304,
Indonesia,2011,0.011712087,0.011712087,
Indonesia,2012,0.013408511,0.013408511,
Italy,1960,0.010490749,0.010490749,
Italy,1961,0.010660579,0.010660579,
Italy,1962,0.010971493,0.010971493,
Italy,1963,0.011428513,0.011428513,
Italy,1964,0.011612772,0.011612772,
Italy,1965,0.011605575,0.011605575,
Italy,1966,0.011725218,0.011725218,
Italy,1967,0.011723648,0.011723648,
Italy,1968,0.012017759,0.012017759,
Italy,1969,0.012164207,0.012164207,
Italy,1970,0.012232052,0.012232052,
Italy,1971,0.01227319,0.01227319,
Italy,1972,0.012569788,0.012569788,
Italy,1973,0.013186549,0.013186549,
Italy,1974,0.013753794,0.013753794,
Italy,1975,0.014118228,0.014118228,
Italy,1976,0.014640681,0.014640681,
Italy,1977,0.014957685,0.014957685,
Italy,1978,0.015915013,0.015915013,
Italy,1979,0.016794082,0.016794082,
Italy,1980,0.017618351,0.017618351,
Italy,1981,0.018746431,0.018746431,
Italy,1982,0.020066827,0.020066827,
Italy,1983,0.021585761,0.021585761,
Italy,1984,0.023276171,0.023276171,
Italy,1985,0.025991556,0.025991556,
Italy,1986,0.027550009,0.027550009,
Italy,1987,0.028725608,0.028725608,
Italy,1988,0.030687942,0.030687942,
Italy,1989,0.032642944,0.032642944,
Italy,1990,0.034308245,0.034308245,
Italy,1991,0.035995612,0.035995612,
Italy,1992,0.036893298,0.036893298,
Italy,1993,0.036173438,0.036173438,
Italy,1994,0.035809302,0.035809302,
Italy,1995,0.037175229,0.037175229,
Italy,1996,0.038890065,0.038890065,
Italy,1997,0.041091312,0.041091312,
Italy,1998,0.04317063,0.04317063,
Italy,1999,0.045463237,0.045463237,
Italy,2000,0.048698583,0.048698583,
Italy,2001,0.051107433,0.051107433,
Italy,2002,0.053658487,0.053658487,
Italy,2003,0.054933241,0.054933241,
Italy,2004,0.055759413,0.055759413,
Italy,2005,0.056664296,0.056664296,
Italy,2006,0.057918293,0.057918293,
Italy,2007,0.059407947,0.059407947,
Italy,2008,0.060426188,0.060426188,
Italy,2009,0.061251865,0.061251865,
Italy,2010,0.061132654,0.061132654,
Italy,2011,0.062549546,0.062549546,
Japan,1960,0.023025198,0.023025198,
Japan,1961,0.023814141,0.023814141,
Japan,1962,0.025037709,0.025037709,
Japan,1963,0.026740912,0.026740912,
Japan,1964,0.028275977,0.028275977,
Japan,1965,0.030429714,0.030429714,
Japan,1966,0.032878843,0.032878843,
Japan,1967,0.036865354,0.036865354,
Japan,1968,0.035517226,0.035517226,
Japan,1969,0.036391155,0.036391155,
Japan,1970,0.038774977,0.038774977,
Japan,1971,0.041242975,0.041242975,
Japan,1972,0.04119039,0.04119039,
Japan,1973,0.042468672,0.042468672,
Japan,1974,0.042767918,0.042767918,
Japan,1975,0.043238457,0.043238457,
Japan,1976,0.044298096,0.044298096,
Japan,1977,0.04602746,0.04602746,
Japan,1978,0.04658513,0.04658513,
Japan,1979,0.047913005,0.047913005,
Japan,1980,0.049285666,0.049285666,
Japan,1981,0.051049062,0.051049062,
Japan,1982,0.051875443,0.051875443,
Japan,1983,0.05286327,0.05286327,
Japan,1984,0.053085195,0.053085195,
Japan,1985,0.053072646,0.053072646,
Japan,1986,0.05380642,0.05380642,
Japan,1987,0.055204494,0.055204494,
Japan,1988,0.055709336,0.055709336,
Japan,1989,0.056573818,0.056573818,
Japan,1990,0.058740919,0.058740919,
Japan,1991,0.059700269,0.059700269,
Japan,1992,0.06001803,0.06001803,
Japan,1993,0.060518818,0.060518818,
Japan,1994,0.060926096,0.060926096,
Japan,1995,0.061573288,0.061573288,
Japan,1996,0.06187811,0.06187811,
Japan,1997,0.062984087,0.062984087,
Japan,1998,0.064041001,0.064041001,
Japan,1999,0.063292228,0.063292228,
Japan,2000,0.065046106,0.065046106,
Japan,2001,0.066759911,0.066759911,
Japan,2002,0.067299032,0.067299032,
Japan,2003,0.0670681,0.0670681,
Japan,2004,0.068519977,0.068519977,
Japan,2005,0.071659149,0.071659149,
Japan,2006,0.073862808,0.073862808,
Japan,2007,0.074834348,0.074834348,
Japan,2008,0.072301955,0.072301955,
Japan,2009,0.06546536,0.06546536,
Japan,2010,0.065592866,0.065592866,
Japan,2011,0.067388729,0.067388729,
Japan,2012,0.067077209,0.067077209,
Kenya,1969,0.003209604,0.003209604,
Kenya,1970,0.002941244,0.002941244,
Kenya,1971,0.002881483,0.002881483,
Kenya,1972,0.002732288,0.002732288,
Kenya,1973,0.002844865,0.002844865,
Kenya,1974,0.002753812,0.002753812,
Kenya,1975,0.002718369,0.002718369,
Kenya,1976,0.002569475,0.002569475,
Kenya,1977,0.002694138,0.002694138,
Kenya,1978,0.002602448,0.002602448,
Kenya,1979,0.002602308,0.002602308,
Kenya,1980,0.00275713,0.00275713,
Kenya,1981,0.002613129,0.002613129,
Kenya,1982,0.002747487,0.002747487,
Kenya,1983,0.002737662,0.002737662,
Kenya,1984,0.002872548,0.002872548,
Kenya,1985,0.002914134,0.002914134,
Kenya,1986,0.002916332,0.002916332,
Kenya,1987,0.00285942,0.00285942,
Kenya,1988,0.002879727,0.002879727,
Kenya,1989,0.002890259,0.002890259,
Kenya,1990,0.003108518,0.003108518,
Kenya,1991,0.003318781,0.003318781,
Kenya,1992,0.003513365,0.003513365,
Kenya,1993,0.004020628,0.004020628,
Kenya,1994,0.004364893,0.004364893,
Kenya,1995,0.004780702,0.004780702,
Kenya,1996,0.005232216,0.005232216,
Kenya,1997,0.005851578,0.005851578,
Kenya,1998,0.006037253,0.006037253,
Kenya,1999,0.006409316,0.006409316,
Kenya,2000,0.006050136,0.006050136,
Kenya,2001,0.005617631,0.005617631,
Kenya,2002,0.005253267,0.005253267,
Kenya,2003,0.004983693,0.004983693,
Kenya,2004,0.004766659,0.004766659,
Kenya,2005,0.004605088,0.004605088,
Kenya,2006,0.004490467,0.004490467,
Kenya,2007,0.004508713,0.004508713,
Kenya,2008,0.004517982,0.004517982,
Kenya,2009,0.004446044,0.004446044,
Kenya,2010,0.004495516,0.004495516,
Kenya,2011,0.004648155,0.004648155,
Malawi,1966,0.000689554,0.000689554,
Malawi,1967,0.00053491,0.00053491,
Malawi,1968,0.000596743,0.000596743,
Malawi,1969,0.000555024,0.000555024,
Malawi,1970,0.000552496,0.000552496,
Malawi,1971,0.000484065,0.000484065,
Malawi,1972,0.000590634,0.000590634,
Malawi,1973,0.000835937,0.000835937,
Malawi,1974,0.00099143,0.00099143,
Malawi,1975,0.001054011,0.001054011,
Malawi,1976,0.00109053,0.00109053,
Malawi,1977,0.001156082,0.001156082,
Malawi,1978,0.00114032,0.00114032,
Malawi,1979,0.00136157,0.00136157,
Malawi,1980,0.001898194,0.001898194,
Malawi,1981,0.001634537,0.001634537,
Malawi,1982,0.001599502,0.001599502,
Malawi,1983,0.001635246,0.001635246,
Malawi,1984,0.001632527,0.001632527,
Malawi,1985,0.001721276,0.001721276,
Malawi,1986,0.001669421,0.001669421,
Malawi,1987,0.001542415,0.001542415,
Malawi,1988,0.001452253,0.001452253,
Malawi,1989,0.001774849,0.001774849,
Malawi,1990,0.001971379,0.001971379,
Malawi,1991,0.002158671,0.002158671,
Malawi,1992,0.002273286,0.002273286,
Malawi,1993,0.002324378,0.002324378,
Malawi,1994,0.002271312,0.002271312,
Malawi,1995,0.002553305,0.002553305,
Malawi,1996,0.002686754,0.002686754,
Malawi,1997,0.003020754,0.003020754,
Malawi,1998,0.002883097,0.002883097,
Malawi,1999,0.002732578,0.002732578,
Malawi,2000,0.002654687,0.002654687,
Malawi,2001,0.002455279,0.002455279,
Malawi,2002,0.002502782,0.002502782,
Malawi,2003,0.002163861,0.002163861,
Malawi,2004,0.002429051,0.002429051,
Malawi,2005,0.002461047,0.002461047,
Malawi,2006,0.00265558,0.00265558,
Malawi,2007,0.002692127,0.002692127,
Malawi,2008,0.002675811,0.002675811,
Malawi,2009,0.002750716,0.002750716,
Malawi,2010,0.002847531,0.002847531,
Malaysia,1975,0.012671811,0.012671811,
Malaysia,1976,0.013459906,0.013459906,
Malaysia,1977,0.012982792,0.012982792,
Malaysia,1978,0.013148156,0.013148156,
Malaysia,1979,0.013245667,0.013245667,
Malaysia,1980,0.014510312,0.014510312,
Malaysia,1981,0.01493328,0.01493328,
Malaysia,1982,0.016045497,0.016045497,
Malaysia,1983,0.017098035,0.017098035,
Malaysia,1984,0.017347715,0.017347715,
Malaysia,1985,0.018151064,0.018151064,
Malaysia,1986,0.018001106,0.018001106,
Malaysia,1987,0.017736465,0.017736465,
Malaysia,1988,0.017714418,0.017714418,
Malaysia,1989,0.018012223,0.018012223,
Malaysia,1990,0.020350156,0.020350156,
Malaysia,1991,0.021423268,0.021423268,
Malaysia,1992,0.022450244,0.022450244,
Malaysia,1993,0.024230352,0.024230352,
Malaysia,1994,0.025057717,0.025057717,
Malaysia,1995,0.026253033,0.026253033,
Malaysia,1996,0.026675948,0.026675948,
Malaysia,1997,0.027277756,0.027277756,
Malaysia,1998,0.025328632,0.025328632,
Malaysia,1999,0.027067392,0.027067392,
Malaysia,2000,0.026211166,0.026211166,
Malaysia,2001,0.026643153,0.026643153,
Malaysia,2002,0.028988917,0.028988917,
Malaysia,2003,0.027968062,0.027968062,
Malaysia,2004,0.030356968,0.030356968,
Malaysia,2005,0.030288797,0.030288797,
Malaysia,2006,0.031592159,0.031592159,
Malaysia,2007,0.034722316,0.034722316,
Malaysia,2008,0.033650411,0.033650411,
Malaysia,2009,0.034809447,0.034809447,
Malaysia,2010,0.036521395,0.036521395,
Malaysia,2011,0.040394441,0.040394441,
Mauritius,1962,0.001114769,0.001114769,
Mauritius,1970,0.002600788,0.002600788,
Mauritius,1971,0.003037477,0.003037477,
Mauritius,1972,0.003332706,0.003332706,
Mauritius,1973,0.003504956,0.003504956,
Mauritius,1974,0.003704038,0.003704038,
Mauritius,1975,0.003914019,0.003914019,
Mauritius,1976,0.004167973,0.004167973,
Mauritius,1977,0.004703458,0.004703458,
Mauritius,1978,0.00546252,0.00546252,
Mauritius,1979,0.005646471,0.005646471,
Mauritius,1980,0.006152597,0.006152597,
Mauritius,1981,0.006606095,0.006606095,
Mauritius,1982,0.007021282,0.007021282,
Mauritius,1983,0.007492564,0.007492564,
Mauritius,1984,0.00765317,0.00765317,
Mauritius,1985,0.007765612,0.007765612,
Mauritius,1986,0.007892717,0.007892717,
Mauritius,1987,0.008826641,0.008826641,
Mauritius,1988,0.009303005,0.009303005,
Mauritius,1989,0.010579955,0.010579955,
Mauritius,1990,0.010917334,0.010917334,
Mauritius,1991,0.011244597,0.011244597,
Mauritius,1992,0.011533939,0.011533939,
Mauritius,1993,0.011918561,0.011918561,
Mauritius,1994,0.012263438,0.012263438,
Mauritius,1995,0.013018615,0.013018615,
Mauritius,1996,0.014349308,0.014349308,
Mauritius,1997,0.015209271,0.015209271,
Mauritius,1998,0.015610277,0.015610277,
Mauritius,1999,0.016384543,0.016384543,
Mauritius,2000,0.018060905,0.018060905,
Mauritius,2001,0.018576573,0.018576573,
Mauritius,2002,0.019007519,0.019007519,
Mauritius,2003,0.019977616,0.019977616,
Mauritius,2004,0.023668919,0.023668919,
Mauritius,2005,0.026234754,0.026234754,
Mauritius,2006,0.026838981,0.026838981,
Mauritius,2007,0.029576714,0.029576714,
Mauritius,2008,0.033922118,0.033922118,
Mauritius,2009,0.037138006,0.037138006,
Mauritius,2010,0.039816146,0.039816146,
Mauritius,2011,0.040964417,0.040964417,
Mexico,1960,0.003163886,0.003163886,
Mexico,1961,0.003202362,0.003202362,
Mexico,1962,0.003171939,0.003171939,
Mexico,1963,0.003185008,0.003185008,
Mexico,1964,0.003196931,0.003196931,
Mexico,1965,0.003255752,0.003255752,
Mexico,1966,0.003484489,0.003484489,
Mexico,1967,0.003594417,0.003594417,
Mexico,1968,0.00367001,0.00367001,
Mexico,1969,0.003853673,0.003853673,
Mexico,1970,0.003933373,0.003933373,
Mexico,1971,0.004017277,0.004017277,
Mexico,1972,0.004515881,0.004515881,
Mexico,1973,0.004151498,0.004151498,
Mexico,1974,0.004392158,0.004392158,
Mexico,1975,0.004514472,0.004514472,
Mexico,1976,0.004687865,0.004687865,
Mexico,1977,0.004724369,0.004724369,
Mexico,1978,0.00490213,0.00490213,
Mexico,1979,0.005174435,0.005174435,
Mexico,1980,0.005440012,0.005440012,
Mexico,1981,0.005654333,0.005654333,
Mexico,1982,0.006288414,0.006288414,
Mexico,1983,0.006438879,0.006438879,
Mexico,1984,0.006787035,0.006787035,
Mexico,1985,0.00682464,0.00682464,
Mexico,1986,0.006963229,0.006963229,
Mexico,1987,0.007050149,0.007050149,
Mexico,1988,0.007156936,0.007156936,
Mexico,1989,0.007168804,0.007168804,
Mexico,1990,0.00722155,0.00722155,
Mexico,1991,0.008090824,0.008090824,
Mexico,1992,0.008987428,0.008987428,
Mexico,1993,0.009994422,0.009994422,
Mexico,1994,0.01103167,0.01103167,
Mexico,1995,0.012142341,0.012142341,
Mexico,1996,0.013428661,0.013428661,
Mexico,1997,0.014990092,0.014990092,
Mexico,1998,0.01633572,0.01633572,
Mexico,1999,0.017980005,0.017980005,
Mexico,2000,0.019700454,0.019700454,
Mexico,2001,0.020215289,0.020215289,
Mexico,2002,0.020829569,0.020829569,
Mexico,2003,0.020825658,0.020825658,
Mexico,2004,0.022174282,0.022174282,
Mexico,2005,0.027363845,0.027363845,
Mexico,2006,0.028758177,0.028758177,
Mexico,2007,0.030301015,0.030301015,
Mexico,2008,0.032175616,0.032175616,
Mexico,2009,0.031629654,0.031629654,
Mexico,2010,0.031976393,0.031976393,
Mexico,2011,0.033912951,0.033912951,
Mexico,2012,0.035285392,0.035285392,
Morocco,1960,0.001009472,0.001009472,
Morocco,1961,0.000987549,0.000987549,
Morocco,1962,0.000991219,0.000991219,
Morocco,1963,0.000987965,0.000987965,
Morocco,1964,0.000950206,0.000950206,
Morocco,1965,0.000968851,0.000968851,
Morocco,1966,0.000934107,0.000934107,
Morocco,1967,0.000951664,0.000951664,
Morocco,1968,0.000967758,0.000967758,
Morocco,1969,0.000982383,0.000982383,
Morocco,1970,0.000995518,0.000995518,
Morocco,1971,0.001027026,0.001027026,
Morocco,1972,0.001089196,0.001089196,
Morocco,1973,0.001250752,0.001250752,
Morocco,1974,0.001673402,0.001673402,
Morocco,1975,0.001634459,0.001634459,
Morocco,1976,0.001985309,0.001985309,
Morocco,1977,0.002007957,0.002007957,
Morocco,1978,0.002029426,0.002029426,
Morocco,1979,0.002017918,0.002017918,
Morocco,1980,0.002133477,0.002133477,
Morocco,1981,0.002030372,0.002030372,
Morocco,1982,0.001894673,0.001894673,
Morocco,1983,0.001946772,0.001946772,
Morocco,1984,0.002236558,0.002236558,
Morocco,1985,0.002352108,0.002352108,
Morocco,1986,0.00245563,0.00245563,
Morocco,1987,0.002592992,0.002592992,
Morocco,1988,0.002759363,0.002759363,
Morocco,1989,0.002711832,0.002711832,
Morocco,1990,0.003043062,0.003043062,
Morocco,1991,0.003238119,0.003238119,
Morocco,1992,0.003370438,0.003370438,
Morocco,1993,0.003243502,0.003243502,
Morocco,1994,0.003079456,0.003079456,
Morocco,1995,0.003425774,0.003425774,
Morocco,1996,0.003038361,0.003038361,
Morocco,1997,0.003110956,0.003110956,
Morocco,1998,0.00329227,0.00329227,
Morocco,1999,0.003379602,0.003379602,
Morocco,2000,0.003522761,0.003522761,
Morocco,2001,0.003651225,0.003651225,
Morocco,2002,0.003814587,0.003814587,
Morocco,2003,0.004076624,0.004076624,
Morocco,2004,0.004294336,0.004294336,
Morocco,2005,0.00470469,0.00470469,
Morocco,2006,0.005082049,0.005082049,
Morocco,2007,0.00568181,0.00568181,
Morocco,2008,0.005779561,0.005779561,
Morocco,2009,0.005870831,0.005870831,
Morocco,2010,0.005970342,0.005970342,
Morocco,2011,0.006288548,0.006288548,
Morocco,2012,0.006596204,0.006596204,
Netherlands,1960,0.02294538,0.02294538,
Netherlands,1961,0.02364074,0.02364074,
Netherlands,1962,0.023879814,0.023879814,
Netherlands,1963,0.024187325,0.024187325,
Netherlands,1964,0.024682551,0.024682551,
Netherlands,1965,0.025552159,0.025552159,
Netherlands,1966,0.026356744,0.026356744,
Netherlands,1967,0.027507799,0.027507799,
Netherlands,1968,0.033274708,0.033274708,
Netherlands,1969,0.034516462,0.034516462,
Netherlands,1970,0.035729308,0.035729308,
Netherlands,1971,0.033416246,0.033416246,
Netherlands,1972,0.033648299,0.033648299,
Netherlands,1973,0.035559796,0.035559796,
Netherlands,1974,0.033741571,0.033741571,
Netherlands,1975,0.032497163,0.032497163,
Netherlands,1976,0.031678673,0.031678673,
Netherlands,1977,0.032961655,0.032961655,
Netherlands,1978,0.033704419,0.033704419,
Netherlands,1979,0.036860048,0.036860048,
Netherlands,1980,0.035514211,0.035514211,
Netherlands,1981,0.033279865,0.033279865,
Netherlands,1982,0.034593382,0.034593382,
Netherlands,1983,0.040163284,0.040163284,
Netherlands,1984,0.044695203,0.044695203,
Netherlands,1985,0.049008223,0.049008223,
Netherlands,1986,0.049390109,0.049390109,
Netherlands,1987,0.051989043,0.051989043,
Netherlands,1988,0.054135787,0.054135787,
Netherlands,1989,0.057536502,0.057536502,
Netherlands,1990,0.058655391,0.058655391,
Netherlands,1991,0.059246088,0.059246088,
Netherlands,1992,0.060290309,0.060290309,
Netherlands,1993,0.062752453,0.062752453,
Netherlands,1994,0.06706085,0.06706085,
Netherlands,1995,0.072672396,0.072672396,
Netherlands,1996,0.079240601,0.079240601,
Netherlands,1997,0.084749386,0.084749386,
Netherlands,1998,0.089506672,0.089506672,
Netherlands,1999,0.093014028,0.093014028,
Netherlands,2000,0.095046357,0.095046357,
Netherlands,2001,0.096171176,0.096171176,
Netherlands,2002,0.094102773,0.094102773,
Netherlands,2003,0.091343138,0.091343138,
Netherlands,2004,0.090339023,0.090339023,
Netherlands,2005,0.093786972,0.093786972,
Netherlands,2006,0.09955995,0.09955995,
Netherlands,2007,0.104970206,0.104970206,
Netherlands,2008,0.106652584,0.106652584,
Netherlands,2009,0.1040009,0.1040009,
Netherlands,2010,0.09962198,0.09962198,
Netherlands,2011,0.10044355,0.10044355,
Nigeria,1960,0.000931496,0.000931496,
Nigeria,1961,0.000919437,0.000919437,
Nigeria,1962,0.000909944,0.000909944,
Nigeria,1963,0.000875784,0.000875784,
Nigeria,1964,0.000930399,0.000930399,
Nigeria,1965,0.000957111,0.000957111,
Nigeria,1966,0.00099346,0.00099346,
Nigeria,1967,0.000658026,0.000658026,
Nigeria,1968,0.000803494,0.000803494,
Nigeria,1969,0.000901314,0.000901314,
Nigeria,1970,0.001043176,0.001043176,
Nigeria,1971,0.000991212,0.000991212,
Nigeria,1972,0.000889749,0.000889749,
Nigeria,1973,0.000828313,0.000828313,
Nigeria,1974,0.00115184,0.00115184,
Nigeria,1975,0.001576906,0.001576906,
Nigeria,1976,0.001619536,0.001619536,
Nigeria,1977,0.001789552,0.001789552,
Nigeria,1978,0.001657821,0.001657821,
Nigeria,1979,0.001563486,0.001563486,
Nigeria,1980,0.001490679,0.001490679,
Nigeria,1981,0.001991473,0.001991473,
Nigeria,1982,0.00223394,0.00223394,
Nigeria,1983,0.002213429,0.002213429,
Nigeria,1984,0.00195711,0.00195711,
Nigeria,1985,0.001795159,0.001795159,
Nigeria,1986,0.001829312,0.001829312,
Nigeria,1987,0.001765738,0.001765738,
Nigeria,1988,0.001829951,0.001829951,
Nigeria,1989,0.002082818,0.002082818,
Nigeria,1990,0.002606015,0.002606015,
Nigeria,1991,0.002499021,0.002499021,
Nigeria,1992,0.002396326,0.002396326,
Nigeria,1993,0.002297457,0.002297457,
Nigeria,1994,0.002184229,0.002184229,
Nigeria,1995,0.002094938,0.002094938,
Nigeria,1996,0.001996393,0.001996393,
Nigeria,1997,0.00192926,0.00192926,
Nigeria,1998,0.001873552,0.001873552,
Nigeria,1999,0.001791566,0.001791566,
Nigeria,2000,0.002040048,0.002040048,
