Entity,Year,"Expenditure per student as % of GDP (primary), 1974-2014 (World Bank (2015))","Teacher-pupil ratio (primary), 1970-2014 (World Bank (2015))","Government expenditure per student, primary (% of GDP per capita) (World Bank (2015))","Government expenditure per student, secondary (% of GDP per capita) (World Bank (2015))","Government expenditure per student, tertiary (% of GDP per capita) (World Bank (2015))",Total government expenditure on education (World Bank (2015)),Share of education in government expenditure (World Bank (2015)),Expenditure on primary as % of government expenditure on education (World Bank (2015))
Saint Lucia,2001,,,,,,6.89582,25.85463,
Saint Lucia,2003,13.46086,,13.46086,,,4.33087,15.42216,47.21373
Saint Lucia,2004,13.41522,,13.41522,17.55392,,4.14074,15.04104,47.21373
Saint Lucia,2005,,,,,,5.14566,16.30697,
Saint Lucia,2006,,,,,,5.62154,19.01138,
Saint Lucia,2008,,,,,,5.23876,19.94337,
Saint Lucia,2009,13.78372,,13.78372,17.6649,14.65734,3.76522,13.89532,42.78284
Saint Lucia,2010,15.77275,,15.77275,20.68587,16.93061,4.14863,14.20208,42.279
Saint Lucia,2011,17.02971,,17.02971,21.96532,14.54153,4.28743,13.83676,42.30461
Saint Lucia,2012,15.90136,,15.90136,22.28251,,4.00259,12.19245,40.27038
Saint Lucia,2013,17.97118,,17.97118,23.79964,,4.75612,13.84786,37.07721
Saint Lucia,2014,,,,,,4.83666,15.30152,35.54416
Saint Vincent and the Grenadines,1998,16.14075,,16.14075,,,4.74102,14.84942,63.51695
Saint Vincent and the Grenadines,1999,,,,,,6.77285,21.14544,
Saint Vincent and the Grenadines,2000,21.65213,,21.65213,22.47411,,7.91381,30.7892,48.64321
Saint Vincent and the Grenadines,2002,,,,,,7.80199,28.70131,
Saint Vincent and the Grenadines,2003,19.70957,,19.70957,,,8.63783,31.47551,39.23023
Saint Vincent and the Grenadines,2005,15.84325,,15.84325,22.40475,,6.35081,22.59199,40.9659
Saint Vincent and the Grenadines,2007,20.17306,,20.17306,17.49923,,5.67432,20.03841,51.92939
Saint Vincent and the Grenadines,2009,17.46919,,17.46919,21.82004,,5.68978,17.3385,41.89948
Saint Vincent and the Grenadines,2010,15.93663,,15.93663,17.6452,,5.08415,15.48563,41.38267
Saint Vincent and the Grenadines,2011,17.68508,,17.68508,18.83217,,,,
Saint Vincent and the Grenadines,2013,17.80096,,17.80096,22.10709,,,,
Samoa,1999,8.11587,,8.11587,8.91296,188.77881,4.01625,13.41717,32.0545
Samoa,2000,7.20852,,7.20852,8.45428,121.10634,3.58293,10.4613,31.60662
Samoa,2001,8.63911,,8.63911,9.19075,187.77023,3.82629,12.77033,36.23877
Samoa,2002,10.57399,,10.57399,,,3.84139,12.7938,45.78623
Samoa,2008,,,,,,5.14421,16.06423,
San Marino,1996,,,,,,3.36902,,
San Marino,2010,15.39215,,15.39215,12.9664,7.97534,2.30937,10.78129,31.69543
San Marino,2011,,,,,,2.38373,10.64036,33.32141
Sao Tome and Principe,2002,,,,,,2.73836,6.42829,
Sao Tome and Principe,2003,,,,,,3.27162,6.68909,
Sao Tome and Principe,2004,,,,,,3.34744,5.84991,
Sao Tome and Principe,2005,,,,,,5.37622,12.12649,
Sao Tome and Principe,2006,,,,,,4.51109,9.69203,
Sao Tome and Principe,2007,,,,,,6.49984,16.65969,
Sao Tome and Principe,2008,,,,,,5.69243,18.24332,
Sao Tome and Principe,2009,,,,,,10.20764,20.55948,
Sao Tome and Principe,2010,,,,,,9.47942,19.3236,
Sao Tome and Principe,2012,,,,,,6.08027,13.71965,51.52398
Sao Tome and Principe,2013,,,,,,5.79135,18.82657,53.29614
Sao Tome and Principe,2014,,,,,,3.90599,12.30941,55.81724
Saudi Arabia,1996,,,,,,4.97447,,
Saudi Arabia,1997,,,,,,4.60518,12.29582,
Saudi Arabia,1998,,,,,91.73734,8.33827,23.98243,
Saudi Arabia,1999,,,,,,7.10566,23.3294,
Saudi Arabia,2000,,,,,,5.94348,17.83659,
Saudi Arabia,2001,,,,,,7.76633,20.89614,
Saudi Arabia,2002,,,,,,7.67961,21.29412,
Saudi Arabia,2003,,,,,,7.14598,21.45522,
Saudi Arabia,2004,,,,,,6.27747,20.18866,
Saudi Arabia,2005,,,,,,5.43092,19.29229,
Saudi Arabia,2006,,,,,,5.89117,21.60387,
Saudi Arabia,2007,18.17398,,18.17398,18.11314,,,,
Saudi Arabia,2008,,,,,,5.13781,19.25742,
Senegal,1998,11.67267,,11.67267,35.20068,,3.2003,18.73254,39.8846
Senegal,1999,,,,,,3.15144,16.82036,
Senegal,2000,,,,,,3.15748,17.61849,
Senegal,2001,,,,,,3.29467,15.72974,
Senegal,2002,,,,,,3.39194,16.72192,
Senegal,2003,,,,,,3.50941,16.11751,
Senegal,2004,,,,,,3.85473,16.96225,
Senegal,2005,16.76171,,16.76171,31.97518,215.20953,5.13696,21.77104,41.80923
Senegal,2006,16.99437,,16.99437,31.25658,207.71262,4.7723,17.95464,45.30008
Senegal,2008,17.15226,,17.15226,25.54126,165.99683,5.04807,19.22612,44.92799
Senegal,2009,18.34218,,18.34218,,168.5419,5.53451,20.88079,43.51306
Senegal,2010,16.9638,,16.9638,28.95459,193.47615,5.59998,20.72314,39.6478
Serbia,2007,53.79242,,53.79242,13.12568,36.0572,4.51091,10.39359,48.1122
Serbia,2008,56.39391,,56.39391,13.4932,39.75201,4.70663,10.83843,47.23863
Serbia,2009,58.06676,,58.06676,13.58941,40.75069,4.75188,10.93675,47.13679
Serbia,2010,54.15722,,54.15722,13.16498,42.88751,4.58655,10.51358,45.85546
Serbia,2011,50.95265,,50.95265,13.05734,41.516,4.49298,10.60352,45.2564
Serbia,2012,,,,,40.06309,4.42658,9.59923,
Seychelles,1996,,,,,,7.77922,,
Seychelles,1998,8.61042,,8.61042,24.02645,,5.99207,9.87257,17.74752
Seychelles,1999,,,,,,5.261,9.37376,
Seychelles,2002,14.46023,,14.46023,14.50347,,5.19333,9.22016,32.01208
Seychelles,2003,15.41287,,15.41287,15.80979,,5.37493,12.0432,32.82093
Seychelles,2006,,,,,,4.77012,10.95452,
Seychelles,2011,8.74089,,8.74089,6.78748,545.70929,3.60646,10.38641,23.95993
Sierra Leone,2000,,,,,,4.94937,20.7313,
Sierra Leone,2001,,,,,,3.46767,17.9708,
Sierra Leone,2002,,,,,,3.58631,17.70319,
Sierra Leone,2003,,,,,,3.29477,17.31936,
Sierra Leone,2004,,,,,,3.14475,17.1488,
Sierra Leone,2005,,,,,,2.83588,15.50661,
Sierra Leone,2007,,,,,,2.55851,19.75022,52.04204
Sierra Leone,2008,,,,,,2.41317,14.93093,50.16805
Sierra Leone,2009,,,,,,2.77814,15.89641,48.89005
Sierra Leone,2010,,,,,,2.58864,12.80193,50.72296
Sierra Leone,2011,6.92815,,6.92815,11.73788,,2.67841,12.41147,52.55665
Sierra Leone,2012,7.31578,,7.31578,11.10933,,2.8817,14.12596,49.53167
Sierra Leone,2013,6.4826,,6.4826,9.15643,,2.37598,15.20228,48.85806
Sierra Leone,2014,,,,,,2.72976,15.09175,43.09439
Singapore,2000,,,,,,3.32136,14.15517,
Singapore,2001,,,,,,3.55138,18.10959,
Singapore,2002,,,,,,3.90063,17.6956,
Singapore,2003,,,,,,4.00778,22.67977,
Singapore,2004,,,,,,3.67701,26.36067,
Singapore,2005,,,,,,3.21966,23.8523,
Singapore,2006,,,,,,2.86787,23.10702,
Singapore,2007,,,,,,2.96336,22.50065,
Singapore,2008,9.51726,,9.51726,14.06672,,2.77936,22.8247,22.46982
Singapore,2009,10.58553,,10.58553,15.74987,27.49981,3.03184,17.52529,21.6226
Singapore,2010,10.96166,,10.96166,16.68477,27.3653,3.10836,16.55659,20.82998
Singapore,2011,,,,,26.05245,3.07419,20.61663,20.24218
Singapore,2012,,,,,26.05204,3.11531,20.94088,20.56534
Singapore,2013,,,,,22.59492,2.90507,19.92994,21.98366
Slovakia,1996,,,,,,4.13969,,
Slovakia,1997,,,,,,4.12943,8.55968,
Slovakia,1999,10.01657,,10.01657,18.14414,32.3559,4.1133,8.61408,14.28788
Slovakia,2000,10.54975,,10.54975,15.85363,28.21017,3.87263,7.47054,15.64118
Slovakia,2001,10.52135,,10.52135,16.38022,30.25058,3.94239,8.89935,14.89417
Slovakia,2002,11.01883,,11.01883,18.23288,30.22759,4.24367,9.47443,13.72957
Slovakia,2003,12.52616,,12.52616,17.07924,28.12937,4.21008,10.63662,14.95036
Slovakia,2004,11.58185,,11.58185,16.48008,31.33031,4.10176,10.93355,13.39768
Slovakia,2005,14.30588,,14.30588,14.93313,23.42616,3.76648,9.5924,17.14019
Slovakia,2006,14.9505,,14.9505,14.49816,23.91504,3.72126,9.67682,17.59988
Slovakia,2007,15.23351,,15.23351,14.38023,19.04183,3.54054,9.81596,18.45534
Slovakia,2008,15.2573,,15.2573,14.73024,17.88607,3.54412,9.66711,17.98809
Slovakia,2009,18.31604,,18.31604,17.95265,18.25046,4.02503,9.18133,18.40057
Slovakia,2010,21.69566,,21.69566,19.05202,18.67291,4.13874,9.85753,20.6537
Slovakia,2011,19.60207,,19.60207,18.10269,22.23702,3.98871,9.83438,19.04558
Slovakia,2012,19.09286,,19.09286,18.432,23.07817,3.93731,9.79439,18.77111
Slovenia,2001,25.65302,,25.65302,25.1071,27.27497,5.75708,13.81725,19.32354
Slovenia,2002,27.4273,,27.4273,24.05205,25.075,5.65512,13.72527,20.91726
Slovenia,2003,28.38557,,28.38557,24.32286,24.99642,5.69129,13.69596,21.76347
Slovenia,2004,,,,,24.43072,5.63518,13.49902,
Slovenia,2005,,,,,21.91823,5.58241,13.29055,
Slovenia,2006,,,,,21.2182,5.57559,13.3197,
Slovenia,2007,,,,,20.71162,5.10509,12.89666,
Slovenia,2008,,,,,20.82911,5.10609,12.54904,
Slovenia,2009,,,,,24.07962,5.56859,12.30418,
Slovenia,2010,30.44159,,30.44159,30.56976,23.87561,5.56756,12.08019,28.52712
Slovenia,2011,30.0312,,30.0312,30.8222,25.82737,5.56985,12.07168,28.08915
Slovenia,2012,,,,,,5.65882,12.63184,27.77726
Solomon Islands,1998,,,,,,2.24871,13.11648,
Solomon Islands,2007,,,,,,9.87995,22.16813,
Solomon Islands,2008,,,,,,8.79999,18.8434,
Solomon Islands,2009,,,,,,8.97326,16.78565,
Solomon Islands,2010,,,,,,10.00108,17.47849,
South Africa,1996,,,,,,5.57576,,
South Africa,1999,13.84696,,13.84696,19.53683,,5.87522,,44.99376
South Africa,2000,13.52514,,13.52514,17.26693,,5.44358,,45.93262
South Africa,2001,13.49527,,13.49527,17.05531,,5.15949,20.47205,44.25636
South Africa,2002,13.54932,,13.54932,16.73505,,5.06623,20.0957,44.14791
South Africa,2003,12.37493,,12.37493,17.95417,,4.86485,19.5923,41.69572
South Africa,2004,12.65899,,12.65899,18.73439,,5.06891,19.93463,40.44617
South Africa,2005,13.64976,,13.64976,16.77892,,5.06319,19.92499,42.94778
South Africa,2006,14.81127,,14.81127,16.03456,,5.07257,19.68185,45.1061
South Africa,2007,13.91261,,13.91261,16.78564,,4.97414,18.38215,42.29146
South Africa,2008,13.18911,,13.18911,15.29728,,4.86601,17.90631,40.73365
South Africa,2009,14.7175,,14.7175,17.12078,,5.24869,18.30626,41.09463
South Africa,2010,17.06055,,17.06055,19.21367,,5.72174,18.04437,42.46292
South Africa,2011,17.45926,,17.45926,21.25788,,5.96275,18.92162,40.49419
South Africa,2012,18.83745,,18.83745,20.8874,,6.36892,20.62222,39.91602
South Africa,2013,,,,,38.73245,5.99752,19.15533,
South Africa,2014,,,,,,6.05629,19.10913,38.79543
South Korea,1998,16.34336,,16.34336,13.71449,6.44264,3.42941,,39.58746
South Korea,1999,16.86822,,16.86822,14.34131,7.66546,3.44687,,41.42457
South Korea,2001,14.88977,,14.88977,19.19272,,3.89743,,33.07261
South Korea,2002,14.78532,,14.78532,21.40925,4.5383,3.79262,,33.95991
South Korea,2003,16.65148,,16.65148,22.46622,8.34444,4.13241,,35.23815
South Korea,2004,17.05331,,17.05331,22.21139,7.94768,4.11529,,35.58601
South Korea,2005,16.48927,,16.48927,20.58948,8.16509,3.90137,,35.39663
South Korea,2006,16.18654,,16.18654,20.87947,8.96234,3.96743,,33.17386
South Korea,2007,15.94777,,15.94777,20.76866,8.47398,3.95229,,31.86447
South Korea,2008,18.18816,,18.18816,21.72993,9.49333,4.46395,,30.62895
South Korea,2009,21.52777,,21.52777,22.02175,12.1715,4.66983,,32.63508
South Korea,2012,,,,,,4.61823,,30.03066
South Sudan,2011,3.60448,,3.60448,,,0.80521,3.93043,62.5572
Spain,1996,,,,,,4.46852,,
Spain,1998,16.75813,,16.75813,23.57925,19.37599,4.30296,10.48723,25.8226
Spain,1999,17.53044,,17.53044,23.78315,19.1606,4.27052,10.69392,26.52511
Spain,2000,17.09758,,17.09758,22.66154,20.03278,4.17637,10.68445,25.82618
Spain,2001,17.48642,,17.48642,22.05663,20.88408,4.11988,10.71261,26.08963
Spain,2002,17.76286,,17.76286,22.83037,21.35733,4.13603,10.709,25.81827
Spain,2003,18.16935,,18.16935,23.18286,22.17697,4.16717,10.88755,25.71691
Spain,2004,18.5236,,18.5236,23.213,22.15535,4.14829,10.72629,25.98275
Spain,2005,18.70023,,18.70023,22.88599,22.28554,4.13003,10.78145,25.77435
Spain,2006,19.01719,,19.01719,23.46748,23.01221,4.16759,10.88879,25.70718
Spain,2007,19.04052,,19.04052,23.70022,24.62767,4.23332,10.8762,25.41683
Spain,2008,20.00161,,20.00161,25.37823,26.80408,4.50101,10.93867,25.38798
Spain,2009,21.27629,,21.27629,27.6128,28.61024,4.86779,10.63552,25.30394
Spain,2010,21.07273,,21.07273,26.05538,27.99366,4.81922,10.56398,25.54465
Spain,2011,20.86306,,20.86306,25.77838,27.20849,4.84507,10.66101,25.54465
Spain,2012,18.81992,,18.81992,,23.18017,4.36743,9.22981,25.94887
Sri Lanka,1996,,,,,,3.3436,,
Sri Lanka,1998,,,,,,3.05142,11.58281,
Sri Lanka,2009,7.34843,,7.34843,,,2.0559,8.27076,28.30164
Sri Lanka,2010,5.90962,,5.90962,8.55944,25.49269,1.96588,8.60563,25.0467
Sri Lanka,2011,5.80979,,5.80979,8.32446,30.52181,1.9954,9.32521,24.21295
Sri Lanka,2012,4.77955,,4.77955,6.86996,24.18522,1.72398,8.75172,23.89616
Sudan,2000,,,,,,1.01218,9.11689,
Sudan,2002,,,,,,1.42644,11.04489,
Sudan,2004,,,,,,1.6299,7.94924,
Sudan,2005,,,,,,1.56307,5.9668,
Sudan,2006,,,,,,1.96302,8.25316,
Sudan,2008,,,,,,2.20143,9.3854,
Sudan,2009,,,,,,2.21868,10.7707,
Swaziland,1996,,,,,,4.93816,,
Swaziland,1999,8.31624,,8.31624,23.16278,,5.09095,20.4332,33.15343
Swaziland,2000,9.58282,,9.58282,26.116,434.87173,5.50848,18.74508,35.3591
Swaziland,2001,8.8058,,8.8058,32.52203,279.15225,5.51615,19.65618,32.11387
Swaziland,2002,9.68926,,9.68926,27.52734,,5.07651,17.29377,37.65983
Swaziland,2003,11.18535,,11.18535,48.29447,361.87714,6.80507,22.06382,31.74967
Swaziland,2004,12.58326,,12.58326,31.36674,,6.40261,21.10407,37.65524
Swaziland,2005,14.82979,,14.82979,41.90532,294.94965,7.42072,20.89186,39.85914
Swaziland,2006,15.66936,,15.66936,39.55308,321.85068,8.06158,22.70757,38.99164
Swaziland,2008,12.33938,,12.33938,34.53199,,7.5187,21.81324,33.62956
Swaziland,2009,,,,,,7.0592,19.38638,41.73746
Swaziland,2010,16.66829,,16.66829,34.99387,,6.96617,18.28303,47.16451
Swaziland,2011,18.84684,,18.84684,38.69424,,8.63695,22.35631,48.66897
Sweden,1996,,,,,,6.92501,,
Sweden,1998,22.38859,,22.38859,27.04631,59.07135,7.16734,12.77152,26.33369
Sweden,1999,21.33407,,21.33407,24.90773,49.41431,6.93026,12.4802,26.51768
Sweden,2000,21.75482,,21.75482,24.45585,47.40924,6.81885,13.00554,27.89425
Sweden,2001,20.67893,,20.67893,24.1736,46.56837,6.68601,12.93972,27.32787
Sweden,2002,22.25691,,22.25691,24.3689,46.22134,7.00104,13.24319,27.98942
Sweden,2003,21.84159,,21.84159,24.37179,42.76821,6.85764,12.95974,27.55029
Sweden,2004,23.55072,,23.55072,31.64553,40.05419,6.72268,13.08087,26.9065
Sweden,2005,23.60149,,23.60149,30.77463,38.18067,6.55951,12.78735,26.23802
Sweden,2006,23.12511,,23.12511,29.93903,36.91716,6.41067,12.79996,24.90185
Sweden,2007,23.68994,,23.68994,29.04545,36.30804,6.21507,12.86494,25.0466
Sweden,2008,24.79804,,24.79804,29.196,39.10802,6.39073,13.0583,24.60966
Sweden,2009,26.77248,,26.77248,31.19894,42.39225,6.85779,13.21638,24.07469
Sweden,2010,26.17976,,26.17976,30.22184,39.60917,6.62199,13.34556,24.2866
Sweden,2011,25.72188,,25.72188,31.08369,38.4747,6.49112,13.24639,24.25941
Sweden,2012,,,,,,7.65619,15.2498,21.98401
Switzerland,1996,,,,,,5.07918,,
Switzerland,1998,21.63201,,21.63201,26.04665,46.31987,4.88814,14.15674,32.53644
Switzerland,2009,21.90953,,21.90953,27.02352,42.19212,5.05967,16.14197,27.92763
Switzerland,2010,21.98747,,21.98747,26.40214,39.40673,4.94787,15.949,27.96992
Switzerland,2011,23.43441,,23.43441,26.01421,39.85732,4.99342,15.89852,28.91115
Switzerland,2012,24.49224,,24.49224,26.05398,39.39641,5.04805,16.09951,29.33262
Syria,1996,,,,,,3.69905,,
Syria,1998,9.85214,,9.85214,18.50307,,,,
Syria,1999,11.11033,,11.11033,21.54271,,,,
Syria,2000,12.53568,,12.53568,23.31194,,,,
Syria,2001,,,,,,4.36049,15.66206,
Syria,2002,13.10479,,13.10479,24.23854,78.87338,5.04694,16.82607,44.37828
Syria,2003,,,,,102.11359,6.48084,19.8554,
Syria,2004,,,,,81.28736,5.37148,17.1454,
Syria,2006,,,,,46.87014,5.346,20.04848,
Syria,2007,17.66093,,17.66093,13.40291,42.99468,4.87197,18.92593,42.81054
Syria,2008,,,,,44.77191,4.59525,20.04079,
Syria,2009,17.59872,,17.59872,14.94481,49.00281,5.13014,19.18405,38.87276
Syria,2012,19.31907,,19.31907,16.29573,,,,
Tajikistan,1996,,,,,,2.04298,,
Tajikistan,1998,,,,,,2.52871,15.07245,
Tajikistan,1999,,,,,,2.07659,11.83439,
Tajikistan,2000,,,,,,2.32863,12.02514,
Tajikistan,2001,,,,,,2.37658,13.18853,
Tajikistan,2002,,,,,19.66032,2.7758,14.59364,
Tajikistan,2003,,,,,10.04232,2.42263,12.69424,
Tajikistan,2004,,,,,7.19306,2.77208,13.67676,
Tajikistan,2005,,,,,11.85853,3.51215,15.29338,
Tajikistan,2006,,,,,9.35829,3.40348,15.63601,
Tajikistan,2007,,,,,10.17723,3.41328,12.21488,
Tajikistan,2008,,,,,18.93263,3.45983,12.8005,
Tajikistan,2009,,,,,19.0862,4.09831,14.31216,
Tajikistan,2010,,,,,15.73408,4.00675,15.33145,
Tajikistan,2011,,,,,13.50672,3.93511,14.56051,
Tajikistan,2012,,,,,18.53374,4.01803,16.35024,
Tajikistan,2013,,,,,19.33499,,,
Tanzania,1996,,,,,,2.53283,,
Tanzania,1997,,,,,,2.45859,,
Tanzania,1998,,,,,,2.17591,11.79397,
Tanzania,2004,14.48288,,14.48288,,722.5965,4.65018,19.49264,61.77353
Tanzania,2005,12.56582,,12.56582,,711.30194,4.61078,18.14316,56.02344
Tanzania,2006,9.77289,,9.77289,,,3.2711,15.01412,52.67562
Tanzania,2007,12.03838,,12.03838,,,4.0419,19.43172,49.16853
Tanzania,2008,8.94405,,8.94405,,,4.25245,18.77841,45.43192
Tanzania,2009,8.28918,,8.28918,,,4.04365,17.41092,41.90611
Tanzania,2010,,,,12.13997,650.78271,4.62239,19.64802,
Tanzania,2014,,,,,,3.48143,17.25627,49.15033
Thailand,1996,,,,,,3.52053,,
Thailand,1997,,,,,,4.55563,,
Thailand,1998,12.79615,,12.79615,18.9153,45.35719,4.7008,19.48098,26.50846
Thailand,1999,,,,,,4.99186,18.97908,
Thailand,2000,17.81924,,17.81924,,36.03962,5.41043,28.3886,32.22869
Thailand,2001,16.84401,,16.84401,15.95169,32.74108,5.01636,24.24127,32.07042
Thailand,2002,,,,,,4.09107,16.22287,
Thailand,2003,,,,,,3.97741,20.86637,
Thailand,2004,14.37913,,14.37913,15.85624,25.7405,4.3196,21.45771,30.96506
Thailand,2005,,,,,25.48042,4.22818,20.54676,
Thailand,2006,,,,,29.00945,4.3373,22.00282,
Thailand,2007,,,,,,3.83607,18.48466,
Thailand,2008,20.13626,,20.13626,7.48592,21.63148,3.75055,18.16283,45.13959
Thailand,2009,23.49026,,23.49026,8.94243,21.85166,4.12553,18.17831,46.13831
Thailand,2010,19.40826,,19.40826,14.8314,16.95367,3.75264,16.22264,40.08495
Thailand,2011,34.32412,,34.32412,15.0492,20.50029,5.15515,22.63026,50.4469
Thailand,2012,29.4466,,29.4466,19.68872,19.5213,4.92835,21.39677,44.78126
Timor,2008,,,,,,8.10202,9.86456,
Timor,2009,,,,,58.52037,11.46614,15.52864,
Timor,2010,,,,,62.88849,10.48715,12.88816,
Timor,2011,,,,,,9.46313,9.61729,72.75833
Timor,2014,,,,,,7.00852,7.74731,
Togo,1996,,,,,,4.41244,,
Togo,1998,9.2563,,9.2563,,280.01941,3.98424,20.98232,44.64797
Togo,1999,7.88595,,7.88595,28.24938,,4.18572,23.41876,37.90643
Togo,2000,11.64782,,11.64782,24.85394,,4.50842,24.42371,48.58945
Togo,2001,10.92517,,10.92517,,,4.18779,25.73136,49.38875
Togo,2002,10.58689,,10.58689,,,4.01732,30.70003,50.27852
Togo,2003,11.10572,,11.10572,,,4.19533,27.75643,49.08111
Togo,2004,8.49457,,8.49457,,,3.62152,21.83069,42.79547
Togo,2005,7.91173,,7.91173,,,3.4069,17.67808,41.77848
Togo,2006,6.65928,,6.65928,,,3.66374,17.28665,33.62559
Togo,2007,8.60424,,8.60424,17.55376,142.35107,3.69932,18.15452,40.72418
Togo,2008,8.58254,,8.58254,,,3.43782,19.24566,44.00411
Togo,2009,10.36479,,10.36479,,,4.11576,19.37198,50.20335
Togo,2010,11.20261,,11.20261,,83.39767,4.4232,19.61576,51.67602
Togo,2011,10.783,,10.783,15.42058,72.46629,4.43707,18.63494,48.80468
Togo,2012,14.42343,,14.42343,,86.72306,4.66829,17.68043,63.62988
Togo,2013,12.37714,,12.37714,,102.74944,4.40514,17.20001,58.58388
Togo,2014,,,,,,4.83798,19.36476,58.94724
Tonga,1998,,,,,0,5.59089,,28.47209
Tonga,1999,,,,,,5.46092,22.60827,
Tonga,2000,,,,,,4.94077,22.95586,
Tonga,2001,,,,,,4.53256,19.7819,
Tonga,2002,10.78242,,10.78242,7.63346,,3.79232,15.46275,49.16414
Tonga,2003,9.08262,,9.08262,8.7786,,4.15218,18.41225,37.76228
Tonga,2004,9.65381,,9.65381,7.44064,126.3574,3.89872,18.10253,44.4381
Trinidad and Tobago,1996,,,,,,3.24877,,
Trinidad and Tobago,1997,,,,,,3.32521,11.307,
Trinidad and Tobago,1998,,,,,,2.43891,8.03995,
Trinidad and Tobago,1999,,,,,,2.75612,9.70982,
Trinidad and Tobago,2000,10.41674,,10.41674,,,2.75565,10.42718,50.24321
Trinidad and Tobago,2001,11.3619,,11.3619,,,3.06529,10.42365,45.26161
Trinidad and Tobago,2002,15.4523,,15.4523,,,3.54301,13.39844,48.27441
Trinidad and Tobago,2003,11.25691,,11.25691,,,3.156,13.33585,39.18242
Trinidad and Tobago,2007,8.58465,,8.58465,,,,,
Trinidad and Tobago,2008,10.37808,,10.37808,,,,,
Trinidad and Tobago,2009,15.11747,,15.11747,,,,,
Tunisia,1996,,,,,,6.28781,,
Tunisia,1997,,,,,,6.67903,25.95522,
Tunisia,1999,14.1755,,14.1755,24.59279,82.31355,6.27099,24.90079,34.49347
Tunisia,2000,13.96025,,13.96025,24.16291,71.25679,6.20198,24.59178,33.3144
Tunisia,2001,14.4394,,14.4394,23.45843,63.63963,6.20183,24.64776,33.14603
Tunisia,2002,13.99162,,13.99162,21.41148,56.74267,5.79003,22.88013,32.86089
Tunisia,2003,18.37174,,18.37174,23.5007,,6.81673,27.68429,34.98011
Tunisia,2004,19.15468,,19.15468,21.03045,,6.72078,27.83381,35.24702
Tunisia,2005,18.72686,,18.72686,21.70744,,6.45157,26.69569,34.2771
Tunisia,2006,,,,,,6.43859,26.86131,
Tunisia,2007,,,,,,6.46552,26.42863,
Tunisia,2008,17.2892,,17.2892,24.35577,,6.27219,25.25867,27.65974
Tunisia,2009,,,,,,6.52848,25.26201,
Tunisia,2010,,,,,,6.202,26.07562,
Tunisia,2012,,,,,52.78794,6.22349,21.61525,
Tunisia,2013,,,,,56.59068,,,
Turkey,1998,,,,,,0,,
Turkey,1999,,,,,35.06077,2.95752,,
Turkey,2000,,,,,,2.58992,7.08241,
Turkey,2001,,,,,34.7828,2.71185,6.60896,
Turkey,2002,,,,,36.88727,2.81861,6.53223,
Turkey,2003,,,,,33.00889,2.96035,7.15246,
Turkey,2004,,,,,29.46258,3.11739,8.77593,
Turkey,2006,,,,,26.74356,2.86247,8.54862,
Turkmenistan,2012,,,,,,3.04925,20.79551,
Turks and Caicos Islands,1998,,,,,,,,24.95105
Turks and Caicos Islands,1999,,,,,,,,21.62162
Turks and Caicos Islands,2000,,,,,,,,34.35124
Turks and Caicos Islands,2001,,,,,,,,34.39036
Turks and Caicos Islands,2002,,,,,,,,21.11836
Turks and Caicos Islands,2003,,,,,,,,21.61944
Turks and Caicos Islands,2005,,,,,,,,30.00212
Uganda,2000,,,,,,2.46167,10.35489,
Uganda,2004,10.65814,,10.65814,32.10548,178.54778,4.95237,20.30833,61.21026
Uganda,2009,7.19083,,7.19083,21.36767,108.51264,3.25429,13.85372,55.37519
Uganda,2010,5.10486,,5.10486,14.16803,69.35006,2.25446,9.38318,57.70099
Uganda,2011,6.73789,,6.73789,18.00731,63.23822,2.69587,12.07702,59.55199
Uganda,2012,6.34193,,6.34193,19.44257,78.24534,2.7226,12.60984,53.66904
Uganda,2013,,,,,,2.20093,11.76472,52.66349
Ukraine,1997,,,,,,5.45601,12.92467,
Ukraine,1998,,,,,,4.44884,11.59928,
Ukraine,1999,,,,,,3.61808,13.53417,
Ukraine,2000,,,,,36.48026,4.16623,11.35897,
Ukraine,2001,,,,,37.23602,4.68049,12.81095,
Ukraine,2002,,,,,41.66947,5.43333,14.36096,
Ukraine,2003,,,,,36.04503,5.60241,14.41952,
Ukraine,2004,,,,,32.42741,5.30832,12.78175,
Ukraine,2005,,,,,32.29733,6.05848,13.73865,
Ukraine,2006,,,,,32.32234,6.20873,13.92323,
Ukraine,2007,,,,,30.51833,6.1512,14.03619,
Ukraine,2008,,,,,32.93389,6.42993,13.55571,
Ukraine,2009,,,,,38.97334,7.31088,15.05737,
Ukraine,2011,28.08619,,28.08619,27.46227,37.69823,6.16237,13.48432,15.6148
Ukraine,2012,32.23838,,32.23838,30.14403,41.17103,6.69233,13.66552,16.81825
Ukraine,2013,,,,,,6.67166,13.86764,17.46466
United Arab Emirates,1997,,,,,,1.10944,5.02373,
United Arab Emirates,1998,5.9149,,5.9149,7.97562,,,,
United Arab Emirates,2011,11.57056,,11.57056,17.5242,,,,
United Arab Emirates,2012,10.40832,,10.40832,17.7726,,,,
United Kingdom,1996,,,,,,4.76335,,
United Kingdom,1998,13.48708,,13.48708,24.46833,30.13338,4.56434,12.25563,23.63436
United Kingdom,1999,13.2281,,13.2281,22.64952,24.38301,4.31332,11.80168,24.44138
United Kingdom,2000,13.62631,,13.62631,23.41853,22.13187,4.35218,12.06015,24.71135
